,Session Title/Poster Group,Poster #,Presentation Time,Title,Author(s),Paper ID
781,,216,10:00,L3-Net: Towards Learning Based LiDAR Localization for Autonomous Driving,Weixin Lu; Yao Zhou; Guowei Wan; Shenhua Hou; Shiyu Song,3124
782,Recognition,25,13:30,Panoptic Feature Pyramid Networks,Alexander Kirillov; Ross Girshick; Kaiming He; Piotr Dollár,1462
783,,26,13:35,Mask Scoring R-CNN,Zhaojin Huang; Lichao Huang; Yongchao Gong; Chang Huang; Xinggang Wang,2705
784,,27,13:40,Reasoning-RCNN: Unifying Adaptive Global Reasoning Into Large-Scale Object Detection,Hang Xu; Chenhan Jiang; Xiaodan Liang; Liang Lin; Zhenguo Li,3864
785,,28,13:48,Cross-Modality Personalization for Retrieval,Nils Murrugarra-Llerena; Adriana Kovashka,1476
786,,29,13:53,Composing Text and Image for Image Retrieval - an Empirical Odyssey,Nam Vo; Lu Jiang; Chen Sun; Kevin Murphy; Li-Jia Li; Li Fei-Fei; James Hays,2623
787,,30,13:58,Arbitrary Shape Scene Text Detection With Adaptive Text Region Representation,Xiaobing Wang; Yingying Jiang; Zhenbo Luo; Cheng-Lin Liu; Hyunsoo Choi; Sungjin Kim,3524
788,,31,14:06,Adaptive NMS: Refining Pedestrian Detection in a Crowd,Songtao Liu; Di Huang; Yunhong Wang,2657
789,,32,14:11,"Point in, Box Out: Beyond Counting Persons in Crowds",Yuting Liu; Miaojing Shi; Qijun Zhao; Xiaofang Wang,3517
790,,33,14:16,Locating Objects Without Bounding Boxes,Javier Ribera; David Güera; Yuhao Chen; Edward J. Delp,6264
791,,34,14:24,FineGAN: Unsupervised Hierarchical Disentanglement for Fine-Grained Object Generation and Discovery,Krishna Kumar Singh; Utkarsh Ojha; Yong Jae Lee,3333
792,,35,14:29,Mutual Learning of Complementary Networks via Residual Correction for Improving Semi-Supervised Classification,Si Wu; Jichang Li; Cheng Liu; Zhiwen Yu; Hau-San Wong,3505
793,,36,14:34,Sampling Techniques for Large-Scale Object Detection From Sparsely Annotated Objects,Yusuke Niitani; Takuya Akiba; Tommi Kerola; Toru Ogawa; Shotaro Sano; Shuji Suzuki,4012
794,,37,14:42,Curls & Whey: Boosting Black-Box Adversarial Attacks,Yucheng Shi; Siyu Wang; Yahong Han,4099
795,,38,14:47,Barrage of Random Transforms for Adversarially Robust Defense,Edward Raff; Jared Sylvester; Steven Forsyth; Mark McLean,5988
796,,39,14:52,Aggregation Cross-Entropy for Sequence Recognition,Zecheng Xie; Yaoxiong Huang; Yuanzhi Zhu; Lianwen Jin; Yuliang Liu; Lele Xie,4648
797,,40,15:00,LaSO: Label-Set Operations Networks for Multi-Label Few-Shot Learning,Amit Alfassy; Leonid Karlinsky; Amit Aides; Joseph Shtok; Sivan Harary; Rogerio Feris; Raja Giryes; Alex M. Bronstein,4674
798,,41,15:05,Few-Shot Learning With Localization in Realistic Settings,Davis Wertheimer; Bharath Hariharan,5352
799,,42,15:10,AdaGraph: Unifying Predictive and Continuous Domain Adaptation Through Graphs,Massimiliano Mancini; Samuel Rota Bulò; Barbara Caputo; Elisa Ricci,5575
800,Language & Reasoning,177,13:30,Grounded Video Description,Luowei Zhou; Yannis Kalantidis; Xinlei Chen; Jason J. Corso; Marcus Rohrbach,12
801,,178,13:35,Streamlined Dense Video Captioning,Jonghwan Mun; Linjie Yang; Zhou Ren; Ning Xu; Bohyung Han,3566
802,,179,13:40,Adversarial Inference for Multi-Sentence Video Description,Jae Sung Park; Marcus Rohrbach; Trevor Darrell; Anna Rohrbach,5612
803,,180,13:48,Unified Visual-Semantic Embeddings: Bridging Vision and Language With Structured Meaning Representations,Hao Wu; Jiayuan Mao; Yufeng Zhang; Yuning Jiang; Lei Li; Weiwei Sun; Wei-Ying Ma,4705
804,,181,13:53,Learning to Compose Dynamic Tree Structures for Visual Contexts,Kaihua Tang; Hanwang Zhang; Baoyuan Wu; Wenhan Luo; Wei Liu,3640
805,,182,13:58,Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation,Xin Wang; Qiuyuan Huang; Asli Celikyilmaz; Jianfeng Gao; Dinghan Shen; Yuan-Fang Wang; William Yang Wang; Lei Zhang,5104
806,,183,14:06,Dynamic Fusion With Intra- and Inter-Modality Attention Flow for Visual Question Answering,Peng Gao; Zhengkai Jiang; Haoxuan You; Pan Lu; Steven C. H. Hoi; Xiaogang Wang; Hongsheng Li,1824
807,,184,14:11,Cycle-Consistency for Robust Visual Question Answering,Meet Shah; Xinlei Chen; Marcus Rohrbach; Devi Parikh,3454
808,,185,14:16,Embodied Question Answering in Photorealistic Environments With Point Cloud Perception,Erik Wijmans; Samyak Datta; Oleksandr Maksymets; Abhishek Das; Georgia Gkioxari; Stefan Lee; Irfan Essa; Devi Parikh; Dhruv Batra,135
809,,186,14:24,Reasoning Visual Dialogs With Structural and Partial Observations,Zilong Zheng; Wenguan Wang; Siyuan Qi; Song-Chun Zhu,3909
810,,187,14:29,Recursive Visual Attention in Visual Dialog,Yulei Niu; Hanwang Zhang; Manli Zhang; Jianhong Zhang; Zhiwu Lu; Ji-Rong Wen,3129
811,,188,14:34,Two Body Problem: Collaborative Visual Task Completion,Unnat Jain; Luca Weihs; Eric Kolve; Mohammad Rastegari; Svetlana Lazebnik; Ali Farhadi; Alexander G. Schwing; Aniruddha Kembhavi,3820
812,,189,14:42,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,Drew A. Hudson; Christopher D. Manning,7021
813,,190,14:47,Text2Scene: Generating Compositional Scenes From Textual Descriptions,Fuwen Tan; Song Feng; Vicente Ordonez,1530
814,,191,14:52,From Recognition to Cognition: Visual Commonsense Reasoning,Rowan Zellers; Yonatan Bisk; Ali Farhadi; Yejin Choi,5126
815,,192,15:00,The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation,Chih-Yao Ma; Zuxuan Wu; Ghassan AlRegib; Caiming Xiong; Zsolt Kira,3587
816,,193,15:05,Tactical Rewind: Self-Correction via Backtracking in Vision-And-Language Navigation,Liyiming Ke; Xiujun Li; Yonatan Bisk; Ari Holtzman; Zhe Gan; Jingjing Liu; Jianfeng Gao; Yejin Choi; Siddhartha Srinivasa,6287
817,,194,15:10,Learning to Learn How to Learn: Self-Adaptive Visual Navigation Using Meta-Learning,Mitchell Wortsman; Kiana Ehsani; Mohammad Rastegari; Ali Farhadi; Roozbeh Mottaghi,1770
818,Computational Photography & Graphics,130,13:30,Photon-Flooded Single-Photon 3D Cameras,Anant Gupta; Atul Ingle; Andreas Velten; Mohit Gupta,1624
819,,131,13:35,High Flux Passive Imaging With Single-Photon Sensors,Atul Ingle; Andreas Velten; Mohit Gupta,1064
820,,132,13:40,Acoustic Non-Line-Of-Sight Imaging,David B. Lindell; Gordon Wetzstein; Vladlen Koltun,2059
821,,133,13:48,Steady-State Non-Line-Of-Sight Imaging,Wenzheng Chen; Simon Daneau; Fahim Mannan; Felix Heide,3310
822,,134,13:53,A Theory of Fermat Paths for Non-Line-Of-Sight Shape Reconstruction,Shumian Xin; Sotiris Nousias; Kiriakos N. Kutulakos; Aswin C. Sankaranarayanan; Srinivasa G. Narasimhan; Ioannis Gkioulekas,2427
823,,135,13:58,End-To-End Projector Photometric Compensation,Bingyao Huang; Haibin Ling,474
824,,136,14:06,Bringing a Blurry Frame Alive at High Frame-Rate With an Event Camera,Liyuan Pan; Cedric Scheerlinck; Xin Yu; Richard Hartley; Miaomiao Liu; Yuchao Dai,2605
825,,137,14:11,Bringing Alive Blurred Moments,Kuldeep Purohit; Anshul Shah; A. N. Rajagopalan,5932
826,,138,14:16,Learning to Synthesize Motion Blur,Tim Brooks; Jonathan T. Barron,1607
827,,139,14:24,Underexposed Photo Enhancement Using Deep Illumination Estimation,Ruixing Wang; Qing Zhang; Chi-Wing Fu; Xiaoyong Shen; Wei-Shi Zheng; Jiaya Jia,2861
828,,140,14:29,Blind Visual Motif Removal From a Single Image,Amir Hertz; Sharon Fogel; Rana Hanocka; Raja Giryes; Daniel Cohen-Or,2843
829,,141,14:34,Non-Local Meets Global: An Integrated Paradigm for Hyperspectral Denoising,Wei He; Quanming Yao; Chao Li; Naoto Yokoya; Qibin Zhao,6541
830,,142,14:42,Neural Rerendering in the Wild,Moustafa Meshry; Dan B. Goldman; Sameh Khamis; Hugues Hoppe; Rohit Pandey; Noah Snavely; Ricardo Martin-Brualla,4943
831,,143,14:47,GeoNet: Deep Geodesic Networks for Point Cloud Analysis,Tong He; Haibin Huang; Li Yi; Yuqian Zhou; Chihao Wu; Jue Wang; Stefano Soatto,430
832,,144,14:52,MeshAdv: Adversarial Meshes for Visual Recognition,Chaowei Xiao; Dawei Yang; Bo Li; Jia Deng; Mingyan Liu,2440
833,,145,15:00,Fast Spatially-Varying Indoor Lighting Estimation,Mathieu Garon; Kalyan Sunkavalli; Sunil Hadap; Nathan Carr; Jean-François Lalonde,4701
834,,146,15:05,Neural Illumination: Lighting Prediction for Indoor Environments,Shuran Song; Thomas Funkhouser,1188
835,,147,15:10,Deep Sky Modeling for Single Image Outdoor Lighting Estimation,Yannick Hold-Geoffroy; Akshaya Athawale; Jean-François Lalonde,4363
836,Deep Learning,1,15:20,Bidirectional Learning for Domain Adaptation of Semantic Segmentation,Yunsheng Li; Lu Yuan; Nuno Vasconcelos,2969
837,,2,15:20,Enhanced Bayesian Compression via Deep Reinforcement Learning,Xin Yuan; Liangliang Ren; Jiwen Lu; Jie Zhou,3330
838,,3,15:20,Strong-Weak Distribution Alignment for Adaptive Object Detection,Kuniaki Saito; Yoshitaka Ushiku; Tatsuya Harada; Kate Saenko,3387
839,,4,15:20,MFAS: Multimodal Fusion Architecture Search,Juan-Manuel Pérez-Rúa;; Valentin Vielzeuf; Stéphane Pateux; Moez Baccouche; Frederic Jurie,3429
840,,5,15:20,Disentangling Adversarial Robustness and Generalization,David Stutz; Matthias Hein; Bernt Schiele,3440
841,,6,15:20,ShieldNets: Defending Against Adversarial Attacks Using Probabilistic Adversarial Robustness,Rajkumar Theagarajan; Ming Chen; Bir Bhanu; Jing Zhang,3483
842,,7,15:20,Deeply-Supervised Knowledge Synergy,Dawei Sun; Anbang Yao; Aojun Zhou; Hao Zhao,3487
843,,8,15:20,Dual Residual Networks Leveraging the Potential of Paired Operations for Image Restoration,Xing Liu; Masanori Suganuma; Zhun Sun; Takayuki Okatani,3503
844,,9,15:20,Probabilistic End-To-End Noise Correction for Learning With Noisy Labels,Kun Yi; Jianxin Wu,3543
845,,10,15:20,Attention-Guided Unified Network for Panoptic Segmentation,Yanwei Li; Xinze Chen; Zheng Zhu; Lingxi Xie; Guan Huang; Dalong Du; Xingang Wang,3547
846,,11,15:20,NAS-FPN: Learning Scalable Feature Pyramid Architecture for Object Detection,Golnaz Ghiasi; Tsung-Yi Lin; Quoc V. Le,3583
847,,12,15:20,OICSR: Out-In-Channel Sparsity Regularization for Compact Deep Neural Networks,Jiashi Li; Qi Qi; Jingyu Wang; Ce Ge; Yujian Li; Zhangzhang Yue; Haifeng Sun,3645
848,,13,15:20,Semantically Aligned Bias Reducing Zero Shot Learning,Akanksha Paul; Narayanan C. Krishnan; Prateek Munjal,3667
849,,14,15:20,Feature Space Perturbations Yield More Transferable Adversarial Examples,Nathan Inkawhich; Wei Wen; Hai (Helen) Li; Yiran Chen,3737
850,,15,15:20,IGE-Net: Inverse Graphics Energy Networks for Human Pose Estimation and Single-View Reconstruction,Dominic Jack; Frederic Maire; Sareh Shirazi; Anders Eriksson,3787
851,,16,15:20,Accelerating Convolutional Neural Networks via Activation Map Compression,Georgios Georgiadis,3815
852,,17,15:20,Knowledge Distillation via Instance Relationship Graph,Yufan Liu; Jiajiong Cao; Bing Li; Chunfeng Yuan; Weiming Hu; Yangxi Li; Yunqiang Duan,3844
853,,18,15:20,PPGNet: Learning Point-Pair Graph for Line Segment Detection,Ziheng Zhang; Zhengxin Li; Ning Bi; Jia Zheng; Jinlei Wang; Kun Huang; Weixin Luo; Yanyu Xu; Shenghua Gao,3943
854,,19,15:20,Building Detail-Sensitive Semantic Segmentation Networks With Polynomial Pooling,Zhen Wei; Jingyi Zhang; Li Liu; Fan Zhu; Fumin Shen; Yi Zhou; Si Liu; Yao Sun; Ling Shao,3951
855,,20,15:20,Variational Bayesian Dropout With a Hierarchical Prior,Yuhang Liu; Wenyong Dong; Lei Zhang; Dong Gong; Qinfeng Shi,3967
856,,21,15:20,AANet: Attribute Attention Network for Person Re-Identifications,Chiat-Pin Tay; Sharmili Roy; Kim-Hui Yap,4013
857,,22,15:20,Overcoming Limitations of Mixture Density Networks: A Sampling and Fitting Framework for Multimodal Future Prediction,Osama Makansi; Eddy Ilg; Özgün Çiçek; Thomas Brox,4106
858,,23,15:20,A Main/Subsidiary Network Framework for Simplifying Binary Neural Networks,Yinghao Xu; Xin Dong; Yudian Li; Hao Su,4129
859,,24,15:20,PointNetLK: Robust & Efficient Point Cloud Registration Using PointNet,Yasuhiro Aoki; Hunter Goforth; Rangaprasad Arun Srivatsan; Simon Lucey,4131
860,Recognition,25,15:20,Panoptic Feature Pyramid Networks,Alexander Kirillov; Ross Girshick; Kaiming He; Piotr Dollár,1462
861,,26,15:20,Mask Scoring R-CNN,Zhaojin Huang; Lichao Huang; Yongchao Gong; Chang Huang; Xinggang Wang,2705
862,,27,15:20,Reasoning-RCNN: Unifying Adaptive Global Reasoning Into Large-Scale Object Detection,Hang Xu; Chenhan Jiang; Xiaodan Liang; Liang Lin; Zhenguo Li,3864
863,,28,15:20,Cross-Modality Personalization for Retrieval,Nils Murrugarra-Llerena; Adriana Kovashka,1476
864,,29,15:20,Composing Text and Image for Image Retrieval - an Empirical Odyssey,Nam Vo; Lu Jiang; Chen Sun; Kevin Murphy; Li-Jia Li; Li Fei-Fei; James Hays,2623
865,,30,15:20,Arbitrary Shape Scene Text Detection With Adaptive Text Region Representation,Xiaobing Wang; Yingying Jiang; Zhenbo Luo; Cheng-Lin Liu; Hyunsoo Choi; Sungjin Kim,3524
866,,31,15:20,Adaptive NMS: Refining Pedestrian Detection in a Crowd,Songtao Liu; Di Huang; Yunhong Wang,2657
867,,32,15:20,"Point in, Box Out: Beyond Counting Persons in Crowds",Yuting Liu; Miaojing Shi; Qijun Zhao; Xiaofang Wang,3517
868,,33,15:20,Locating Objects Without Bounding Boxes,Javier Ribera; David Güera; Yuhao Chen; Edward J. Delp,6264
869,,34,15:20,FineGAN: Unsupervised Hierarchical Disentanglement for Fine-Grained Object Generation and Discovery,Krishna Kumar Singh; Utkarsh Ojha; Yong Jae Lee,3333
870,,35,15:20,Mutual Learning of Complementary Networks via Residual Correction for Improving Semi-Supervised Classification,Si Wu; Jichang Li; Cheng Liu; Zhiwen Yu; Hau-San Wong,3505
871,,36,15:20,Sampling Techniques for Large-Scale Object Detection From Sparsely Annotated Objects,Yusuke Niitani; Takuya Akiba; Tommi Kerola; Toru Ogawa; Shotaro Sano; Shuji Suzuki,4012
872,,37,15:20,Curls & Whey: Boosting Black-Box Adversarial Attacks,Yucheng Shi; Siyu Wang; Yahong Han,4099
873,,38,15:20,Barrage of Random Transforms for Adversarially Robust Defense,Edward Raff; Jared Sylvester; Steven Forsyth; Mark McLean,5988
874,,39,15:20,Aggregation Cross-Entropy for Sequence Recognition,Zecheng Xie; Yaoxiong Huang; Yuanzhi Zhu; Lianwen Jin; Yuliang Liu; Lele Xie,4648
875,,40,15:20,LaSO: Label-Set Operations Networks for Multi-Label Few-Shot Learning,Amit Alfassy; Leonid Karlinsky; Amit Aides; Joseph Shtok; Sivan Harary; Rogerio Feris; Raja Giryes; Alex M. Bronstein,4674
876,,41,15:20,Few-Shot Learning With Localization in Realistic Settings,Davis Wertheimer; Bharath Hariharan,5352
877,,42,15:20,AdaGraph: Unifying Predictive and Continuous Domain Adaptation Through Graphs,Massimiliano Mancini; Samuel Rota Bulò; Barbara Caputo; Elisa Ricci,5575
878,,43,15:20,Few-Shot Adaptive Faster R-CNN,Tao Wang; Xiaopeng Zhang; Li Yuan; Jiashi Feng,2532
879,,44,15:20,VRSTC: Occlusion-Free Video Person Re-Identification,Ruibing Hou; Bingpeng Ma; Hong Chang; Xinqian Gu; Shiguang Shan; Xilin Chen,3351
880,,45,15:20,Compact Feature Learning for Multi-Domain Image Classification,Yajing Liu; Xinmei Tian; Ya Li; Zhiwei Xiong; Feng Wu,3356
881,,46,15:20,Adaptive Transfer Network for Cross-Domain Person Re-Identification,Jiawei Liu; Zheng-Jun Zha; Di Chen; Richang Hong; Meng Wang,3360
882,,47,15:20,Large-Scale Few-Shot Learning: Knowledge Transfer With Class Hierarchy,Aoxue Li; Tiange Luo; Zhiwu Lu; Tao Xiang; Liwei Wang,3371
883,,48,15:20,Moving Object Detection Under Discontinuous Change in Illumination Using Tensor Low-Rank and Invariant Sparse Decomposition,Moein Shakeri; Hong Zhang,3466
884,,49,15:20,Pedestrian Detection With Autoregressive Network Phases,Garrick Brazil; Xiaoming Liu,3573
885,,50,15:20,All You Need Is a Few Shifts: Designing Efficient Convolutional Neural Networks for Image Classification,Weijie Chen; Di Xie; Yuan Zhang; Shiliang Pu,3594
886,,51,15:20,Stochastic Class-Based Hard Example Mining for Deep Metric Learning,Yumin Suh; Bohyung Han; Wonsik Kim; Kyoung Mu Lee,3633
887,,52,15:20,Revisiting Local Descriptor Based Image-To-Class Measure for Few-Shot Learning,Wenbin Li; Lei Wang; Jinglin Xu; Jing Huo; Yang Gao; Jiebo Luo,3682
888,,53,15:20,Towards Robust Curve Text Detection With Conditional Spatial Expansion,Zichuan Liu; Guosheng Lin; Sheng Yang; Fayao Liu; Weisi Lin; Wang Ling Goh,3684
889,,54,15:20,Revisiting Perspective Information for Efficient Crowd Counting,Miaojing Shi; Zhaohui Yang; Chao Xu; Qijun Chen,3750
890,,55,15:20,Towards Universal Object Detection by Domain Attention,Xudong Wang; Zhaowei Cai; Dashan Gao; Nuno Vasconcelos,3770
891,,56,15:20,Ensemble Deep Manifold Similarity Learning Using Hard Proxies,Nicolas Aziere; Sinisa Todorovic,3773
892,,57,15:20,Quantization Networks,Jiwei Yang; Xu Shen; Jun Xing; Xinmei Tian; Houqiang Li; Bing Deng; Jianqiang Huang; Xian-sheng Hua,3816
893,,58,15:20,RES-PCA: A Scalable Approach to Recovering Low-Rank Matrices,Chong Peng; Chenglizhao Chen; Zhao Kang; Jianbo Li; Qiang Cheng,3890
894,,59,15:20,Occlusion-Net: 2D/3D Occluded Keypoint Localization Using Graph Networks,N. Dinesh Reddy; Minh Vo; Srinivasa G. Narasimhan,3898
895,,60,15:20,Efficient Featurized Image Pyramid Network for Single Shot Detector,Yanwei Pang; Tiancai Wang; Rao Muhammad Anwer; Fahad Shahbaz Khan; Ling Shao,3924
896,,61,15:20,Multi-Task Multi-Sensor Fusion for 3D Object Detection,Ming Liang; Bin Yang; Yun Chen; Rui Hu; Raquel Urtasun,3955
897,,62,15:20,Domain-Specific Batch Normalization for Unsupervised Domain Adaptation,Woong-Gi Chang; Tackgeun You; Seonguk Seo; Suha Kwak; Bohyung Han,3961
898,,63,15:20,Grid R-CNN,Xin Lu; Buyu Li; Yuxin Yue; Quanquan Li; Junjie Yan,3997
899,,64,15:20,MetaCleaner: Learning to Hallucinate Clean Representations for Noisy-Labeled Visual Recognition,Weihe Zhang; Yali Wang; Yu Qiao,4062
900,,65,15:20,"Mapping, Localization and Path Planning for Image-Based Navigation Using Visual Features and Map",Janine Thoma; Danda Pani Paudel; Ajad Chhatkuli; Thomas Probst; Luc Van Gool,4087
901,,66,15:20,Triply Supervised Decoder Networks for Joint Detection and Segmentation,Jiale Cao; Yanwei Pang; Xuelong Li,4092
902,,67,15:20,Leveraging the Invariant Side of Generative Zero-Shot Learning,Jingjing Li; Mengmeng Jing; Ke Lu; Zhengming Ding; Lei Zhu; Zi Huang,4107
903,,68,15:20,Exploring the Bounds of the Utility of Context for Object Detection,Ehud Barnea; Ohad Ben-Shahar,4171
904,"Segmentation, Grouping, & Shape",69,15:20,A-CNN: Annularly Convolutional Neural Networks on Point Clouds,Artem Komarichev; Zichun Zhong; Jing Hua,3443
905,,70,15:20,DARNet: Deep Active Ray Network for Building Segmentation,Dominic Cheng; Renjie Liao; Sanja Fidler; Raquel Urtasun,3475
906,,71,15:20,Point Cloud Oversegmentation With Graph-Structured Deep Metric Learning,Loic Landrieu; Mohamed Boussaha,3631
907,,72,15:20,Graphonomy: Universal Human Parsing via Graph Transfer Learning,Ke Gong; Yiming Gao; Xiaodan Liang; Xiaohui Shen; Meng Wang; Liang Lin,3655
908,,73,15:20,Fitting Multiple Heterogeneous Models by Multi-Class Cascaded T-Linkage,Luca Magri; Andrea Fusiello,3681
909,,74,15:20,A Late Fusion CNN for Digital Matting,Yunke Zhang; Lixue Gong; Lubin Fan; Peiran Ren; Qixing Huang; Hujun Bao; Weiwei Xu,3710
910,,75,15:20,BASNet: Boundary-Aware Salient Object Detection,Xuebin Qin; Zichen Zhang; Chenyang Huang; Chao Gao; Masood Dehghan; Martin Jagersand,3784
911,,76,15:20,ZigZagNet: Fusing Top-Down and Bottom-Up Context for Object Segmentation,Di Lin; Dingguo Shen; Siting Shen; Yuanfeng Ji; Dani Lischinski; Daniel Cohen-Or; Hui Huang,3828
912,,77,15:20,Object Instance Annotation With Deep Extreme Level Set Evolution,Zian Wang; David Acuna; Huan Ling; Amlan Kar; Sanja Fidler,3977
913,,78,15:20,Leveraging Crowdsourced GPS Data for Road Extraction From Aerial Imagery,Tao Sun; Zonglin Di; Pengyu Che; Chun Liu; Yin Wang,4018
914,,79,15:20,Adaptive Pyramid Context Network for Semantic Segmentation,Junjun He; Zhongying Deng; Lei Zhou; Yali Wang; Yu Qiao,4080
915,"Statistics, Physics, Theory, & Datasets",80,15:20,"Isospectralization, or How to Hear Shape, Style, and Correspondence",Luca Cosmo; Mikhail Panine; Arianna Rampini; Maks Ovsjanikov; Michael M. Bronstein; Emanuele Rodolà,3421
916,,81,15:20,Speech2Face: Learning the Face Behind a Voice,Tae-Hyun Oh; Tali Dekel; Changil Kim; Inbar Mosseri; William T. Freeman; Michael Rubinstein; Wojciech Matusik,3427
917,,82,15:20,Joint Manifold Diffusion for Combining Predictions on Decoupled Observations,Kwang In Kim; Hyung Jin Chang,3455
918,,83,15:20,Audio Visual Scene-Aware Dialog,Huda Alamri; Vincent Cartillier; Abhishek Das; Jue Wang; Anoop Cherian; Irfan Essa; Dhruv Batra; Tim K. Marks; Chiori Hori; Peter Anderson; Stefan Lee; Devi Parikh,3469
919,,84,15:20,Learning to Minify Photometric Stereo,Junxuan Li; Antonio Robles-Kelly; Shaodi You; Yasuyuki Matsushita,3540
920,,85,15:20,Reflective and Fluorescent Separation Under Narrow-Band Illumination,Koji Koyamatsu; Daichi Hidaka; Takahiro Okabe; Hendrik P. A. Lensch,3702
921,,86,15:20,Depth From a Polarisation + RGB Stereo Pair,Dizhong Zhu; William A. P. Smith,3760
922,,87,15:20,Rethinking the Evaluation of Video Summaries,Mayu Otani; Yuta Nakashima; Esa Rahtu; Janne Heikkilä,4016
923,,88,15:20,What Object Should I Use? - Task Driven Object Detection,Johann Sawatzky; Yaser Souri; Christian Grund; Jürgen Gall,4153
924,3D Multiview,89,15:20,Triangulation Learning Network: From Monocular to Stereo 3D Object Detection,Zengyi Qin; Jinglu Wang; Yan Lu,3878
925,,90,15:20,Connecting the Dots: Learning Representations for Active Monocular Depth Estimation,Gernot Riegler; Yiyi Liao; Simon Donné; Vladlen Koltun; Andreas Geiger,3965
926,,91,15:20,Learning Non-Volumetric Depth Fusion Using Successive Reprojections,Simon Donné; Andreas Geiger,4006
927,,92,15:20,Stereo R-CNN Based 3D Object Detection for Autonomous Driving,Peiliang Li; Xiaozhi Chen; Shaojie Shen,4090
928,,93,15:20,Hybrid Scene Compression for Visual Localization,Federico Camposeco; Andrea Cohen; Marc Pollefeys; Torsten Sattler,4167
929,3D Single View & RGBD,94,15:20,MMFace: A Multi-Metric Regression Network for Unconstrained Face Reconstruction,Hongwei Yi; Chen Li; Qiong Cao; Xiaoyong Shen; Sheng Li; Guoping Wang; Yu-Wing Tai,3339
930,,95,15:20,3D Motion Decomposition for RGBD Future Dynamic Scene Synthesis,Xiaojuan Qi; Zhengzhe Liu; Qifeng Chen; Jiaya Jia,3727
931,,96,15:20,Single Image Depth Estimation Trained via Depth From Defocus Cues,Shir Gur; Lior Wolf,3020
932,,97,15:20,RGBD Based Dimensional Decomposition Residual Network for 3D Semantic Scene Completion,Jie Li; Yu Liu; Dong Gong; Qinfeng Shi; Xia Yuan; Chunxia Zhao; Ian Reid,3858
933,,98,15:20,Neural Scene Decomposition for Multi-Person Motion Capture,Helge Rhodin; Victor Constantin; Isinsu Katircioglu; Mathieu Salzmann; Pascal Fua,4159
934,Face & Body,99,15:20,Efficient Decision-Based Black-Box Adversarial Attacks on Face Recognition,Yinpeng Dong; Hang Su; Baoyuan Wu; Zhifeng Li; Wei Liu; Tong Zhang; Jun Zhu,2676
935,,100,15:20,FA-RPN: Floating Region Proposals for Face Detection,Mahyar Najibi; Bharat Singh; Larry S. Davis,3406
936,,101,15:20,Bayesian Hierarchical Dynamic Model for Human Action Recognition,Rui Zhao; Wanru Xu; Hui Su; Qiang Ji,3416
937,,102,15:20,Mixed Effects Neural Networks (MeNets) With Applications to Gaze Estimation,Yunyang Xiong; Hyunwoo J. Kim; Vikas Singh,3456
938,,103,15:20,3D Human Pose Estimation in Video With Temporal Convolutions and Semi-Supervised Training,Dario Pavllo; Christoph Feichtenhofer; David Grangier; Michael Auli,3495
939,,104,15:20,Learning to Regress 3D Face Shape and Expression From an Image Without 3D Supervision,Soubhik Sanyal; Timo Bolkart; Haiwen Feng; Michael J. Black,4586
940,,105,15:20,PoseFix: Model-Agnostic General Human Pose Refinement Network,Gyeongsik Moon; Ju Yong Chang; Kyoung Mu Lee,3668
941,,106,15:20,RepNet: Weakly Supervised Training of an Adversarial Reprojection Network for 3D Human Pose Estimation,Bastian Wandt; Bodo Rosenhahn,3692
942,,107,15:20,Fast and Robust Multi-Person 3D Pose Estimation From Multiple Views,Junting Dong; Wen Jiang; Qixing Huang; Hujun Bao; Xiaowei Zhou,3873
943,,108,15:20,Face-Focused Cross-Stream Network for Deception Detection in Videos,Mingyu Ding; An Zhao; Zhiwu Lu; Tao Xiang; Ji-Rong Wen,3875
944,,109,15:20,Unequal-Training for Deep Face Recognition With Long-Tailed Noisy Data,Yaoyao Zhong; Weihong Deng; Mei Wang; Jiani Hu; Jianteng Peng; Xunqiang Tao; Yaohai Huang,3883
945,,110,15:20,T-Net: Parametrizing Fully Convolutional Nets With a Single High-Order Tensor,Jean Kossaifi; Adrian Bulat; Georgios Tzimiropoulos; Maja Pantic,4029
946,,111,15:20,Hierarchical Cross-Modal Talking Face Generation With Dynamic Pixel-Wise Loss,Lele Chen; Ross K. Maddox; Zhiyao Duan; Chenliang Xu,4104
947,Action & Video,112,15:20,Object-Centric Auto-Encoders and Dummy Anomalies for Abnormal Event Detection in Video,Radu Tudor Ionescu; Fahad Shahbaz Khan; Mariana-Iuliana Georgescu; Ling Shao,3379
948,,113,15:20,DDLSTM: Dual-Domain LSTM for Cross-Dataset Action Recognition,Toby Perrett; Dima Damen,3391
949,,114,15:20,The Pros and Cons: Rank-Aware Temporal Attention for Skill Determination in Long Videos,Hazel Doughty; Walterio Mayol-Cuevas; Dima Damen,3398
950,,115,15:20,Collaborative Spatiotemporal Feature Learning for Video Action Recognition,Chao Li; Qiaoyong Zhong; Di Xie; Shiliang Pu,3544
951,,116,15:20,MARS: Motion-Augmented RGB Stream for Action Recognition,Nieves Crasto; Philippe Weinzaepfel; Karteek Alahari; Cordelia Schmid,3605
