,Session Title/Poster Group,Poster #,Presentation Time,Title,Author(s),Paper ID
952,,117,15:20,Convolutional Relational Machine for Group Activity Recognition,Sina Mokhtarzadeh Azar; Mina Ghadimi Atigh; Ahmad Nickabadi; Alexandre Alahi,3798
953,,118,15:20,Video Summarization by Learning From Unpaired Data,Mrigank Rochan; Yang Wang,3885
954,,119,15:20,Skeleton-Based Action Recognition With Directed Graph Neural Networks,Lei Shi; Yifan Zhang; Jian Cheng; Hanqing Lu,4047
955,,120,15:20,PA3D: Pose-Action 3D Machine for Video Recognition,An Yan; Yali Wang; Zhifeng Li; Yu Qiao,4070
956,,121,15:20,Deep Dual Relation Modeling for Egocentric Interaction Recognition,Haoxin Li; Yijun Cai; Wei-Shi Zheng,4117
957,Motion & Biometrics,122,15:20,MOTS: Multi-Object Tracking and Segmentation,Paul Voigtlaender; Michael Krause; Aljosa Osep; Jonathon Luiten; Berin Balachandar Gnana Sekar; Andreas Geiger; Bastian Leibe,3336
958,,123,15:20,Siamese Cascaded Region Proposal Networks for Real-Time Visual Tracking,Heng Fan; Haibin Ling,3821
959,,124,15:20,PointFlowNet: Learning Representations for Rigid Motion Estimation From Point Clouds,Aseem Behl; Despoina Paschalidou; Simon Donné; Andreas Geiger,4050
960,Synthesis,125,15:20,Listen to the Image,Di Hu; Dong Wang; Xuelong Li; Feiping Nie; Qi Wang,3386
961,,126,15:20,Image Super-Resolution by Neural Texture Transfer,Zhifei Zhang; Zhaowen Wang; Zhe Lin; Hairong Qi,3437
962,,127,15:20,Conditional Adversarial Generative Flow for Controllable Image Synthesis,Rui Liu; Yu Liu; Xinyu Gong; Xiaogang Wang; Hongsheng Li,3619
963,,128,15:20,How to Make a Pizza: Learning a Compositional Layer-Based GAN Model,Dim P. Papadopoulos; Youssef Tamaazousti; Ferda Ofli; Ingmar Weber; Antonio Torralba,3811
964,,129,15:20,TransGaGa: Geometry-Aware Unsupervised Image-To-Image Translation,Wayne Wu; Kaidi Cao; Cheng Li; Chen Qian; Chen Change Loy,3983
965,Computational Photography & Graphics,130,15:20,Photon-Flooded Single-Photon 3D Cameras,Anant Gupta; Atul Ingle; Andreas Velten; Mohit Gupta,1624
966,,131,15:20,High Flux Passive Imaging With Single-Photon Sensors,Atul Ingle; Andreas Velten; Mohit Gupta,1064
967,,132,15:20,Acoustic Non-Line-Of-Sight Imaging,David B. Lindell; Gordon Wetzstein; Vladlen Koltun,2059
968,,133,15:20,Steady-State Non-Line-Of-Sight Imaging,Wenzheng Chen; Simon Daneau; Fahim Mannan; Felix Heide,3310
969,,134,15:20,A Theory of Fermat Paths for Non-Line-Of-Sight Shape Reconstruction,Shumian Xin; Sotiris Nousias; Kiriakos N. Kutulakos; Aswin C. Sankaranarayanan; Srinivasa G. Narasimhan; Ioannis Gkioulekas,2427
970,,135,15:20,End-To-End Projector Photometric Compensation,Bingyao Huang; Haibin Ling,474
971,,136,15:20,Bringing a Blurry Frame Alive at High Frame-Rate With an Event Camera,Liyuan Pan; Cedric Scheerlinck; Xin Yu; Richard Hartley; Miaomiao Liu; Yuchao Dai,2605
972,,137,15:20,Bringing Alive Blurred Moments,Kuldeep Purohit; Anshul Shah; A. N. Rajagopalan,5932
973,,138,15:20,Learning to Synthesize Motion Blur,Tim Brooks; Jonathan T. Barron,1607
974,,139,15:20,Underexposed Photo Enhancement Using Deep Illumination Estimation,Ruixing Wang; Qing Zhang; Chi-Wing Fu; Xiaoyong Shen; Wei-Shi Zheng; Jiaya Jia,2861
975,,140,15:20,Blind Visual Motif Removal From a Single Image,Amir Hertz; Sharon Fogel; Rana Hanocka; Raja Giryes; Daniel Cohen-Or,2843
976,,141,15:20,Non-Local Meets Global: An Integrated Paradigm for Hyperspectral Denoising,Wei He; Quanming Yao; Chao Li; Naoto Yokoya; Qibin Zhao,6541
977,,142,15:20,Neural Rerendering in the Wild,Moustafa Meshry; Dan B. Goldman; Sameh Khamis; Hugues Hoppe; Rohit Pandey; Noah Snavely; Ricardo Martin-Brualla,4943
978,,143,15:20,GeoNet: Deep Geodesic Networks for Point Cloud Analysis,Tong He; Haibin Huang; Li Yi; Yuqian Zhou; Chihao Wu; Jue Wang; Stefano Soatto,430
979,,144,15:20,MeshAdv: Adversarial Meshes for Visual Recognition,Chaowei Xiao; Dawei Yang; Bo Li; Jia Deng; Mingyan Liu,2440
980,,145,15:20,Fast Spatially-Varying Indoor Lighting Estimation,Mathieu Garon; Kalyan Sunkavalli; Sunil Hadap; Nathan Carr; Jean-François Lalonde,4701
981,,146,15:20,Neural Illumination: Lighting Prediction for Indoor Environments,Shuran Song; Thomas Funkhouser,1188
982,,147,15:20,Deep Sky Modeling for Single Image Outdoor Lighting Estimation,Yannick Hold-Geoffroy; Akshaya Athawale; Jean-François Lalonde,4363
983,,148,15:20,Depth-Attentional Features for Single-Image Rain Removal,Xiaowei Hu; Chi-Wing Fu; Lei Zhu; Pheng-Ann Heng,3399
984,,149,15:20,Hyperspectral Image Reconstruction Using a Deep Spatial-Spectral Prior,Lizhi Wang; Chen Sun; Ying Fu; Min H. Kim; Hua Huang,3925
985,,150,15:20,LiFF: Light Field Features in Scale and Depth,Donald G. Dansereau; Bernd Girod; Gordon Wetzstein,3926
986,,151,15:20,Deep Exemplar-Based Video Colorization,Bo Zhang; Mingming He; Jing Liao; Pedro V. Sander; Lu Yuan; Amine Bermak; Dong Chen,4128
987,,152,15:20,On Finding Gray Pixels,Yanlin Qian; Joni-Kristian Kämäräinen; Jarno Nikkanen; Jiří Matas,4157
988,Low-Level & Optimization,153,15:20,UnOS: Unified Unsupervised Optical-Flow and Stereo-Depth Estimation by Watching Videos,Yang Wang; Peng Wang; Zhenheng Yang; Chenxu Luo; Yi Yang; Wei Xu,3486
989,,154,15:20,Learning Transformation Synchronization,Xiangru Huang; Zhenxiao Liang; Xiaowei Zhou; Yao Xie; Leonidas J. Guibas; Qixing Huang,3497
990,,155,15:20,D2-Net: A Trainable CNN for Joint Description and Detection of Local Features,Mihai Dusmanu; Ignacio Rocco; Tomas Pajdla; Marc Pollefeys; Josef Sivic; Akihiko Torii; Torsten Sattler,3623
991,,156,15:20,Recurrent Neural Networks With Intra-Frame Iterations for Video Deblurring,Seungjun Nah; Sanghyun Son; Kyoung Mu Lee,3670
992,,157,15:20,Learning to Extract Flawless Slow Motion From Blurry Videos,Meiguang Jin; Zhe Hu; Paolo Favaro,3721
993,,158,15:20,Natural and Realistic Single Image Super-Resolution With Explicit Natural Manifold Discrimination,Jae Woong Soh; Gu Yong Park; Junho Jo; Nam Ik Cho,3768
994,,159,15:20,RF-Net: An End-To-End Image Matching Network Based on Receptive Field,Xuelun Shen; Cheng Wang; Xin Li; Zenglei Yu; Jonathan Li; Chenglu Wen; Ming Cheng; Zijian He,3854
995,,160,15:20,Fast Single Image Reflection Suppression via Convex Optimization,Yang Yang; Wenye Ma; Yin Zheng; Jian-Feng Cai; Weiyu Xu,3913
996,,161,15:20,A Mutual Learning Method for Salient Object Detection With Intertwined Multi-Supervision,Runmin Wu; Mengyang Feng; Wenlong Guan; Dong Wang; Huchuan Lu; Errui Ding,3929
997,,162,15:20,Enhanced Pix2pix Dehazing Network,Yanyun Qu; Yizi Chen; Jingying Huang; Yuan Xie,3948
998,,163,15:20,Assessing Personally Perceived Image Quality via Image Features and Collaborative Filtering,Jari Korhonen,4014
999,,164,15:20,Single Image Reflection Removal Exploiting Misaligned Training Data and Network Enhancements,Kaixuan Wei; Jiaolong Yang; Ying Fu; David Wipf; Hua Huang,4122
1000,Scenes & Representation,165,15:20,Exploring Context and Visual Pattern of Relationship for Scene Graph Generation,Wenbin Wang; Ruiping Wang; Shiguang Shan; Xilin Chen,3375
1001,,166,15:20,Learning From Synthetic Data for Crowd Counting in the Wild,Qi Wang; Junyu Gao; Wei Lin; Yuan Yuan,3580
1002,,167,15:20,A Local Block Coordinate Descent Algorithm for the CSC Model,Ev Zisselman; Jeremias Sulam; Michael Elad,3646
1003,,168,15:20,Not Using the Car to See the Sidewalk — Quantifying and Controlling the Effects of Context in Classification and Segmentation,Rakshith Shetty; Bernt Schiele; Mario Fritz,3689
1004,,169,15:20,Discovering Fair Representations in the Data Domain,Novi Quadrianto; Viktoriia Sharmanska; Oliver Thomas,3708
1005,,170,15:20,Actor-Critic Instance Segmentation,Nikita Araslanov; Constantin A. Rothkopf; Stefan Roth,3709
1006,,171,15:20,Generalized Zero- and Few-Shot Learning via Aligned Variational Autoencoders,Edgar Schönfeld; Sayna Ebrahimi; Samarth Sinha; Trevor Darrell; Zeynep Akata,3746
1007,,172,15:20,Semantic Projection Network for Zero- and Few-Label Semantic Segmentation,Yongqin Xian; Subhabrata Choudhury; Yang He; Bernt Schiele; Zeynep Akata,3747
1008,,173,15:20,GCAN: Graph Convolutional Adversarial Network for Unsupervised Domain Adaptation,Xinhong Ma; Tianzhu Zhang; Changsheng Xu,3927
1009,,174,15:20,Seamless Scene Segmentation,Lorenzo Porzi; Samuel Rota Bulò; Aleksander Colovic; Peter Kontschieder,4003
1010,,175,15:20,Unsupervised Image Matching and Object Discovery as Optimization,Huy V. Vo; Francis Bach; Minsu Cho; Kai Han; Yann LeCun; Patrick Pérez; Jean Ponce,4089
1011,,176,15:20,Wide-Area Crowd Counting via Ground-Plane Density Maps and Multi-View Fusion CNNs,Qi Zhang; Antoni B. Chan,4178
1012,Language & Reasoning,177,15:20,Grounded Video Description,Luowei Zhou; Yannis Kalantidis; Xinlei Chen; Jason J. Corso; Marcus Rohrbach,12
1013,,178,15:20,Streamlined Dense Video Captioning,Jonghwan Mun; Linjie Yang; Zhou Ren; Ning Xu; Bohyung Han,3566
1014,,179,15:20,Adversarial Inference for Multi-Sentence Video Description,Jae Sung Park; Marcus Rohrbach; Trevor Darrell; Anna Rohrbach,5612
1015,,180,15:20,Unified Visual-Semantic Embeddings: Bridging Vision and Language With Structured Meaning Representations,Hao Wu; Jiayuan Mao; Yufeng Zhang; Yuning Jiang; Lei Li; Weiwei Sun; Wei-Ying Ma,4705
1016,,181,15:20,Learning to Compose Dynamic Tree Structures for Visual Contexts,Kaihua Tang; Hanwang Zhang; Baoyuan Wu; Wenhan Luo; Wei Liu,3640
1017,,182,15:20,Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation,Xin Wang; Qiuyuan Huang; Asli Celikyilmaz; Jianfeng Gao; Dinghan Shen; Yuan-Fang Wang; William Yang Wang; Lei Zhang,5104
1018,,183,15:20,Dynamic Fusion With Intra- and Inter-Modality Attention Flow for Visual Question Answering,Peng Gao; Zhengkai Jiang; Haoxuan You; Pan Lu; Steven C. H. Hoi; Xiaogang Wang; Hongsheng Li,1824
1019,,184,15:20,Cycle-Consistency for Robust Visual Question Answering,Meet Shah; Xinlei Chen; Marcus Rohrbach; Devi Parikh,3454
1020,,185,15:20,Embodied Question Answering in Photorealistic Environments With Point Cloud Perception,Erik Wijmans; Samyak Datta; Oleksandr Maksymets; Abhishek Das; Georgia Gkioxari; Stefan Lee; Irfan Essa; Devi Parikh; Dhruv Batra,135
1021,,186,15:20,Reasoning Visual Dialogs With Structural and Partial Observations,Zilong Zheng; Wenguan Wang; Siyuan Qi; Song-Chun Zhu,3909
1022,,187,15:20,Recursive Visual Attention in Visual Dialog,Yulei Niu; Hanwang Zhang; Manli Zhang; Jianhong Zhang; Zhiwu Lu; Ji-Rong Wen,3129
1023,,188,15:20,Two Body Problem: Collaborative Visual Task Completion,Unnat Jain; Luca Weihs; Eric Kolve; Mohammad Rastegari; Svetlana Lazebnik; Ali Farhadi; Alexander G. Schwing; Aniruddha Kembhavi,3820
1024,,189,15:20,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,Drew A. Hudson; Christopher D. Manning,7021
1025,,190,15:20,Text2Scene: Generating Compositional Scenes From Textual Descriptions,Fuwen Tan; Song Feng; Vicente Ordonez,1530
1026,,191,15:20,From Recognition to Cognition: Visual Commonsense Reasoning,Rowan Zellers; Yonatan Bisk; Ali Farhadi; Yejin Choi,5126
1027,,192,15:20,The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation,Chih-Yao Ma; Zuxuan Wu; Ghassan AlRegib; Caiming Xiong; Zsolt Kira,3587
1028,,193,15:20,Tactical Rewind: Self-Correction via Backtracking in Vision-And-Language Navigation,Liyiming Ke; Xiujun Li; Yonatan Bisk; Ari Holtzman; Zhe Gan; Jingjing Liu; Jianfeng Gao; Yejin Choi; Siddhartha Srinivasa,6287
1029,,194,15:20,Learning to Learn How to Learn: Self-Adaptive Visual Navigation Using Meta-Learning,Mitchell Wortsman; Kiana Ehsani; Mohammad Rastegari; Ali Farhadi; Roozbeh Mottaghi,1770
1030,,195,15:20,"Show, Control and Tell: A Framework for Generating Controllable and Grounded Captions",Marcella Cornia; Lorenzo Baraldi; Rita Cucchiara,2710
1031,,196,15:20,Towards VQA Models That Can Read,Amanpreet Singh; Vivek Natarajan; Meet Shah; Yu Jiang; Xinlei Chen; Dhruv Batra; Devi Parikh; Marcus Rohrbach,3450
1032,,197,15:20,Object-Aware Aggregation With Bidirectional Temporal Graph for Video Captioning,Junchao Zhang; Yuxin Peng,3595
1033,,198,15:20,Progressive Attention Memory Network for Movie Story Question Answering,Junyeong Kim; Minuk Ma; Kyungsu Kim; Sungjin Kim; Chang D. Yoo,3652
1034,,199,15:20,Memory-Attended Recurrent Network for Video Captioning,Wenjie Pei; Jiyuan Zhang; Xiangrong Wang; Lei Ke; Xiaoyong Shen; Yu-Wing Tai,3659
1035,,200,15:20,Visual Query Answering by Entity-Attribute Graph Matching and Reasoning,Peixi Xiong; Huayi Zhan; Xin Wang; Baivab Sinha; Ying Wu,3846
1036,,201,15:20,Look Back and Predict Forward in Image Captioning,Yu Qin; Jiajun Du; Yonghua Zhang; Hongtao Lu,3848
1037,,202,15:20,Explainable and Explicit Visual Reasoning Over Scene Graphs,Jiaxin Shi; Hanwang Zhang; Juanzi Li,3908
1038,,203,15:20,Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,Hyeonwoo Noh; Taehoon Kim; Jonghwan Mun; Bohyung Han,4024
1039,,204,15:20,Intention Oriented Image Captions With Guiding Objects,Yue Zheng; Yali Li; Shengjin Wang,4115
1040,"Applications, Medical, & Robotics",205,15:20,Uncertainty Guided Multi-Scale Residual Learning-Using a Cycle Spinning CNN for Single Image De-Raining,Rajeev Yasarla; Vishal M. Patel,3404
1041,,206,15:20,Toward Realistic Image Compositing With Adversarial Learning,Bor-Chun Chen; Andrew Kae,3467
1042,,207,15:20,Cross-Classification Clustering: An Efficient Multi-Object Tracking Technique for 3-D Instance Segmentation in Connectomics,Yaron Meirovitch; Lu Mi; Hayk Saribekyan; Alexander Matveev; David Rolnick; Nir Shavit,3468
1043,,208,15:20,Deep ChArUco: Dark ChArUco Marker Pose Estimation,Danying Hu; Daniel DeTone; Tomasz Malisiewicz,3473
1044,,209,15:20,Pseudo-LiDAR From Visual Depth Estimation: Bridging the Gap in 3D Object Detection for Autonomous Driving,Yan Wang; Wei-Lun Chao; Divyansh Garg; Bharath Hariharan; Mark Campbell; Kilian Q. Weinberger,3482
1045,,210,15:20,Rules of the Road: Predicting Driving Behavior With a Convolutional Model of Semantic Interactions,Joey Hong; Benjamin Sapp; James Philbin,3533
1046,,211,15:20,Metric Learning for Image Registration,Marc Niethammer; Roland Kwitt; François-Xavier Vialard,3614
1047,,212,15:20,LO-Net: Deep Real-Time Lidar Odometry,Qing Li; Shaoyang Chen; Cheng Wang; Xin Li; Chenglu Wen; Ming Cheng; Jonathan Li,3654
1048,,213,15:20,TraPHic: Trajectory Prediction in Dense and Heterogeneous Traffic Using Weighted Interactions,Rohan Chandra; Uttaran Bhattacharya; Aniket Bera; Dinesh Manocha,3841
1049,,214,15:20,World From Blur,Jiayan Qiu; Xinchao Wang; Stephen J. Maybank; Dacheng Tao,3912
1050,,215,15:20,Topology Reconstruction of Tree-Like Structure in Images via Structural Similarity Measure and Dominant Set Clustering,Jianyang Xie; Yitian Zhao; Yonghuai Liu; Pan Su; Yifan Zhao; Jun Cheng; Yalin Zheng; Jiang Liu,3941
1051,,216,15:20,Pyramidal Person Re-IDentification via Multi-Loss Dynamic Training,Feng Zheng; Cheng Deng; Xing Sun; Xinyang Jiang; Xiaowei Guo; Zongqiao Yu; Feiyue Huang; Rongrong Ji,4043
1052,Applications,190,08:30,Holistic and Comprehensive Annotation of Clinically Significant Findings on Diverse CT Images: Learning From Radiology Reports and Label Ontology,Ke Yan; Yifan Peng; Veit Sandfort; Mohammadhadi Bagheri; Zhiyong Lu; Ronald M. Summers,2180
1053,,191,08:35,Robust Histopathology Image Analysis: To Label or to Synthesize?,Le Hou; Ayush Agarwal; Dimitris Samaras; Tahsin M. Kurc; Rajarsi R. Gupta; Joel H. Saltz,4246
1054,,192,08:40,Data Augmentation Using Learned Transformations for One-Shot Medical Image Segmentation,Amy Zhao; Guha Balakrishnan; Frédo Durand; John V. Guttag; Adrian V. Dalca,6477
1055,,193,08:48,Shifting More Attention to Video Salient Object Detection,Deng-Ping Fan; Wenguan Wang; Ming-Ming Cheng; Jianbing Shen,1853
1056,,194,08:53,Neural Task Graphs: Generalizing to Unseen Tasks From a Single Video Demonstration,De-An Huang; Suraj Nair; Danfei Xu; Yuke Zhu; Animesh Garg; Li Fei-Fei; Silvio Savarese; Juan Carlos Niebles,864
1057,,195,08:58,Beyond Tracking: Selecting Memory and Refining Poses for Deep Visual Odometry,Fei Xue; Xin Wang; Shunkai Li; Qiuyuan Wang; Junqiu Wang; Hongbin Zha,1296
1058,,196,09:06,Image Generation From Layout,Bo Zhao; Lili Meng; Weidong Yin; Leonid Sigal,3139
1059,,197,09:11,Multimodal Explanations by Predicting Counterfactuality in Videos,Atsushi Kanehira; Kentaro Takemoto; Sho Inayoshi; Tatsuya Harada,4603
1060,,198,09:16,Learning to Explain With Complemental Examples,Atsushi Kanehira; Tatsuya Harada,4606
1061,,199,09:24,HAQ: Hardware-Aware Automated Quantization With Mixed Precision,Kuan Wang; Zhijian Liu; Yujun Lin; Ji Lin; Song Han,3441
1062,,200,09:29,Content Authentication for Neural Imaging Pipelines: End-To-End Optimization of Photo Provenance in Complex Distribution Channels,Pawel Korus; Nasir Memon,4965
1063,,201,09:34,Inverse Procedural Modeling of Knitwear,Elena Trunz; Sebastian Merzbach; Jonathan Klein; Thomas Schulze; Michael Weinmann; Reinhard Klein,5712
1064,,202,09:42,Estimating 3D Motion and Forces of Person-Object Interactions From Monocular Video,Zongmian Li; Jiri Sedlar; Justin Carpentier; Ivan Laptev; Nicolas Mansard; Josef Sivic,2857
1065,,203,09:47,DeepMapping: Unsupervised Map Estimation From Multiple Point Clouds,Li Ding; Chen Feng,4235
1066,,204,09:52,End-To-End Interpretable Neural Motion Planner,Wenyuan Zeng; Wenjie Luo; Simon Suo; Abbas Sadat; Bin Yang; Sergio Casas; Raquel Urtasun,4880
1067,"Learning, Physics, Theory, & Datasets",77,08:30,"Divergence Triangle for Joint Training of Generator Model, Energy-Based Model, and Inferential Model",Tian Han; Erik Nijkamp; Xiaolin Fang; Mitch Hill; Song-Chun Zhu; Ying Nian Wu,2609
1068,,78,08:35,Image Deformation Meta-Networks for One-Shot Learning,Zitian Chen; Yanwei Fu; Yu-Xiong Wang; Lin Ma; Wei Liu; Martial Hebert,2829
1069,,79,08:40,Online High Rank Matrix Completion,Jicong Fan; Madeleine Udell,4917
1070,,80,08:48,Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,Tiancheng Zhi; Bernardo R. Pires; Martial Hebert; Srinivasa G. Narasimhan,1274
1071,,81,08:53,ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,Samarth Brahmbhatt; Cusuh Ham; Charles C. Kemp; James Hays,2138
1072,,82,08:58,Robust Subspace Clustering With Independent and Piecewise Identically Distributed Noise Modeling,Yuanman Li; Jiantao Zhou; Xianwei Zheng; Jinyu Tian; Yuan Yan Tang,4535
1073,,83,09:06,What Correspondences Reveal About Unknown Camera and Motion Models?,Thomas Probst; Ajad Chhatkuli; Danda Pani Paudel; Luc Van Gool,4185
1074,,84,09:11,Self-Calibrating Deep Photometric Stereo Networks,Guanying Chen; Kai Han; Boxin Shi; Yasuyuki Matsushita; Kwan-Yee K. Wong,1504
1075,,85,09:16,Argoverse: 3D Tracking and Forecasting With Rich Maps,Ming-Fang Chang; John Lambert; Patsorn Sangkloy; Jagjeet Singh; Slawomir Bak; Andrew Hartnett; De Wang; Peter Carr; Simon Lucey; Deva Ramanan; James Hays,4994
1076,,86,09:24,Side Window Filtering,Hui Yin; Yuanhao Gong; Guoping Qiu,5176
1077,,87,09:29,Defense Against Adversarial Images Using Web-Scale Nearest-Neighbor Search,Abhimanyu Dubey; Laurens van der Maaten; Zeki Yalniz; Yixuan Li; Dhruv Mahajan,2319
1078,,88,09:34,Incremental Object Learning From Contiguous Views,Stefan Stojanov; Samarth Mishra; Ngoc Anh Thai; Nikhil Dhanda; Ahmad Humayun; Chen Yu; Linda B. Smith; James M. Rehg,1519
1079,,89,09:42,IP102: A Large-Scale Benchmark Dataset for Insect Pest Recognition,Xiaoping Wu; Chi Zhan; Yu-Kun Lai; Ming-Ming Cheng; Jufeng Yang,3627
1080,,90,09:47,CityFlow: A City-Scale Benchmark for Multi-Target Multi-Camera Vehicle Tracking and Re-Identification,Zheng Tang; Milind Naphade; Ming-Yu Liu; Xiaodong Yang; Stan Birchfield; Shuo Wang; Ratnesh Kumar; David Anastasiu; Jenq-Neng Hwang,6334
1081,,91,09:52,Social-IQ: A Question Answering Benchmark for Artificial Social Intelligence,Amir Zadeh; Michael Chan; Paul Pu Liang; Edmund Tong; Louis-Philippe Morency,6439
